Iteration,RMS_px,Parameters
6644,3.4050607195761167,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9326528983 -48.3928020549  36.8396534814  48.2615840198
 -42.3617154655]"
6645,3.404906160613968,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9326516588 -48.3927872878  36.8396521743  48.2615851589
 -42.3617156955]"
6646,3.4048193073006088,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9326507999 -48.3927770961  36.8396512587  48.2615859448
 -42.3617158546]"
6647,3.4046763981128385,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9326541124 -48.3928180863  36.8396544355  48.2615828389
 -42.3617151902]"
6648,3.4044955821777356,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9326640011 -48.3929398258  36.8396640836  48.2615736106
 -42.3617132167]"
6649,3.404301990722071,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.932678636  -48.393119211   36.839678497   48.2615599769
 -42.3617103266]"
6650,3.404187314791383,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9326882664 -48.3932368291  36.8396880665  48.2615510258
 -42.3617084372]"
6651,3.4039952044312805,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9327036238 -48.3934246457  36.8397032748  48.2615367539
 -42.3617054099]"
6652,3.4037789967462015,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9327228003 -48.3936592721  36.8397222402  48.2615189312
 -42.3617016253]"
6653,3.4034102109998194,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.932759701  -48.394111575   36.8397585498  48.2614846369
 -42.3616943004]"
6654,3.40306110820383,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9327865976 -48.3944412179  36.8397850186  48.2614596433
 -42.3616889618]"
6655,3.402903840865604,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.932788328  -48.3944629567  36.8397865994  48.2614580379
 -42.3616885901]"
6656,3.402752415206269,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9327894589 -48.3944776459  36.8397875216  48.2614569987
 -42.3616883177]"
6657,3.402519638105477,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9327988086 -48.3945931429  36.8397965112  48.2614483368
 -42.3616864031]"
6658,3.4021451279471155,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9328356174 -48.3950464677  36.8398322093  48.26141423
 -42.3616789386]"
6659,3.401683356675471,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9328551939 -48.3952871002  36.8398513063  48.2613960868
 -42.3616749938]"
6660,3.401372685338537,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9328729552 -48.3955050305  36.83986872    48.2613796281
 -42.3616714337]"
6661,3.4009989253277233,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9329023534 -48.3958660629  36.8398974698  48.2613524001
 -42.361665518 ]"
6662,3.4008015943470458,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9329194981 -48.3960771491  36.839914117   48.2613365418
 -42.3616620303]"
6663,3.400580341762054,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9329342318 -48.3962585393  36.8399284287  48.2613229097
 -42.3616590354]"
6664,3.4003215404028446,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9329514345 -48.3964707711  36.8399450476  48.2613070069
 -42.3616555087]"
6665,3.400068210556751,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9329678462 -48.3966734748  36.839960863   48.2612918461
 -42.3616521263]"
6666,3.3997338399975536,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9330000288 -48.3970709676  36.8399918966  48.2612621224
 -42.3616454896]"
6667,3.399477402789256,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.933017418  -48.3972859467  36.8400086419  48.2612460782
 -42.3616418839]"
6668,3.3993927345196537,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9330116582 -48.3972148886  36.8400030887  48.2612514036
 -42.3616430637]"
6669,3.3993210256939954,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9330106306 -48.3972022757  36.8400021109  48.2612523594
 -42.3616432665]"
6670,3.3992122136856033,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9330157715 -48.3972658552  36.8400070946  48.261247617
 -42.3616421968]"
6671,3.398895312170521,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9330368206 -48.3975261895  36.8400274614  48.2612281902
 -42.361637823 ]"
6672,3.3985874246533703,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.933079323  -48.3980522694  36.8400684726  48.2611889706
 -42.361628968 ]"
6673,3.3982302157392805,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9330980214 -48.3982835219  36.8400865359  48.2611717034
 -42.3616250897]"
6674,3.397917571000855,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9331216088 -48.3985754809  36.840109274   48.2611499246
 -42.3616201831]"
6675,3.397613722764023,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9331498877 -48.3989257882  36.8401365075  48.2611238226
 -42.3616142803]"
6676,3.3971552679131247,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9331949175 -48.3994840623  36.8401798477  48.2610822711
 -42.3616048472]"
6677,3.3969681212672524,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9332148069 -48.39973108    36.8401989702  48.261063927
 -42.3616006502]"
6678,3.396745742779901,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9332312725 -48.399935794   36.8402147762  48.2610487454
 -42.3615971609]"
6679,3.39663824238156,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9332346637 -48.3999785837  36.8402179885  48.2610456324
 -42.3615963983]"
6680,3.3965371257638073,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9332360158 -48.3999963617  36.8402192148  48.2610444056
 -42.3615960449]"
6681,3.396377193335849,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9332414992 -48.4000661938  36.8402243527  48.2610393853
 -42.3615947679]"
6682,3.396205149967448,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9332638214 -48.4003451543  36.8402456579  48.2610188369
 -42.3615899379]"
6683,3.3960910632637824,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9332660234 -48.400372809   36.8402477352  48.2610168159
 -42.3615894512]"
6684,3.3960344098788906,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9332707359 -48.4004314046  36.8402522423  48.2610124752
 -42.361588451 ]"
6685,3.395973345674146,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9332767882 -48.4005068639  36.8402580144  48.2610069061
 -42.3615871517]"
6686,3.3958102531352328,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9332931631 -48.4007115492  36.8402735874  48.2609918533
 -42.3615835983]"
6687,3.395537550104214,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9333205014 -48.4010542427  36.8402995007  48.2609667532
 -42.3615775945]"
6688,3.3954095918262834,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9333363528 -48.4012534484  36.8403144775  48.2609522201
 -42.361574074 ]"
6689,3.3951365789435215,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9333619717 -48.4015757704  36.8403386556  48.2609287397
 -42.3615683588]"
6690,3.394933286898644,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9333783051 -48.4017825195  36.8403539528  48.2609138185
 -42.3615646185]"
6691,3.3947458090073153,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9333919971 -48.4019567519  36.840366687   48.2609013512
 -42.3615614099]"
6692,3.3945396696447068,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9334070161 -48.4021483369  36.8403806048  48.2608877039
 -42.3615578495]"
6693,3.3943754433324647,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9334432409 -48.402607992   36.8404143821  48.2608547133
 -42.3615494408]"
6694,3.394143939745457,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9334405246 -48.4025740512  36.8404117973  48.2608572141
 -42.3615500276]"
6695,3.394051855575148,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9334433807 -48.4026100687  36.8404144744  48.2608546148
 -42.3615493769]"
6696,3.393945722932447,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9334519372 -48.4027182892  36.8404224756  48.2608468241
 -42.3615474107]"
6697,3.393792274330812,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9334649947 -48.402884112   36.840434623   48.2608349626
 -42.3615443574]"
6698,3.393447972362486,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9335171119 -48.403546191   36.8404831244  48.2607875812
 -42.3615321751]"
6699,3.39319391361256,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9335238679 -48.4036357913  36.8404890079  48.2607816689
 -42.3615302659]"
6700,3.3930555004043113,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9335265694 -48.4036715976  36.8404913794  48.2607792804
 -42.361529515 ]"
6701,3.392899278268031,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9335350699 -48.4037821809  36.8404990406  48.2607716732
 -42.3615273182]"
6702,3.3927332137625763,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9335487524 -48.4039584581  36.840511532   48.2607593576
 -42.3615239169]"
6703,3.39249977287994,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9335766216 -48.4043173607  36.8405369958  48.260734262
 -42.3615170023]"
6704,3.39231426546346,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9335947889 -48.4045506304  36.8405536607  48.2607178716
 -42.3615125503]"
6705,3.3922424158362623,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9335953916 -48.4045587496  36.8405541765  48.2607173493
 -42.3615123701]"
6706,3.392058666269173,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9335986966 -48.4046052879  36.8405568151  48.2607145716
 -42.3615112221]"
6707,3.3919535399364107,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336116823 -48.4047788074  36.8405680817  48.2607031771
 -42.361507489 ]"
6708,3.3918204501855196,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.933611261  -48.4047734146  36.8405676917  48.2607035576
 -42.3615075911]"
6709,3.3917440200571862,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336150169 -48.4048243903  36.8405708718  48.2607002996
 -42.3615064473]"
6710,3.3916719642989355,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336195683 -48.4048870495  36.8405746433  48.2606963905
 -42.3615049906]"
6711,3.3915715254752157,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336241985 -48.4049539951  36.8405781804  48.2606925549
 -42.3615032536]"
6712,3.3915046309923063,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336269297 -48.4050019092  36.8405794758  48.260690668
 -42.3615015558]"
6713,3.39141311743888,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336278881 -48.40501345    36.8405804328  48.2606897615
 -42.3615013857]"
6714,3.3913778773130328,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336263323 -48.4049935079  36.8405790113  48.260691155
 -42.3615017697]"
6715,3.3913362434414047,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336249056 -48.404977353   36.8405775102  48.2606925242
 -42.3615019532]"
6716,3.3912232635956516,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336229188 -48.4049588467  36.8405750625  48.2606945855
 -42.3615019008]"
6717,3.3911355022198655,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.933624283  -48.4049947858  36.8405746316  48.2606941144
 -42.3615001234]"
6718,3.3910102476932478,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336261501 -48.4050207499  36.8405761636  48.2606925109
 -42.3614995104]"
6719,3.3909176349996204,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336305342 -48.4050820702  36.8405797196  48.2606887731
 -42.3614980374]"
6720,3.3908318571982417,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336357228 -48.4051556966  36.8405838323  48.2606843933
 -42.3614962113]"
6721,3.390658786670955,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336460179 -48.4053060667  36.8405916069  48.2606758774
 -42.3614922534]"
6722,3.390530387003959,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336581134 -48.4054851987  36.8406005087  48.2606659884
 -42.3614874033]"
6723,3.390446776329759,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336558232 -48.405455409   36.8405984468  48.2606680367
 -42.3614879955]"
6724,3.390408435606127,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336535241 -48.4054266342  36.8405962725  48.2606701436
 -42.3614884994]"
6725,3.390358107983403,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336523861 -48.4054154492  36.8405949154  48.2606713227
 -42.3614885043]"
6726,3.3902579347154744,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336560445 -48.4054832471  36.8405963532  48.2606689522
 -42.3614859417]"
6727,3.3901162133875666,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336551949 -48.405479351   36.8405949284  48.2606700375
 -42.3614855861]"
6728,3.3900324261912775,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336576796 -48.4055180616  36.8405965771  48.2606681055
 -42.3614844298]"
6729,3.3899650644104837,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336614268 -48.405575385   36.8405991611  48.2606651444
 -42.3614827708]"
6730,3.389892891699027,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336643077 -48.4056205626  36.8406010433  48.2606629251
 -42.361481403 ]"
6731,3.3897127327570136,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336744796 -48.4057881511  36.8406069407  48.2606554721
 -42.3614759165]"
6732,3.3895038649488116,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336791683 -48.4058650358  36.8406096893  48.2606520294
 -42.3614734123]"
6733,3.3894125456063975,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336785882 -48.405860671   36.8406088689  48.2606527081
 -42.3614732991]"
6734,3.389343485649059,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336780842 -48.4058597534  36.8406078893  48.2606534368
 -42.3614729655]"
6735,3.3892844894247003,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.933678671  -48.4058737026  36.8406078323  48.2606532147
 -42.3614722983]"
6736,3.3891443649075543,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336811264 -48.4059213095  36.8406085939  48.2606517622
 -42.3614703881]"
6737,3.3888737377866938,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9336875672 -48.4060415251  36.8406110286  48.2606477242
 -42.3614657602]"
6738,3.3886536980953257,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9337016191 -48.406280791   36.8406184773  48.2606377889
 -42.3614575527]"
6739,3.3884528363037254,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9337011849 -48.406269756   36.8406185903  48.2606379123
 -42.3614581079]"
6740,3.3883123350442337,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9337029864 -48.4062959138  36.8406199729  48.2606364069
 -42.3614574316]"
6741,3.3881874075528167,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9337072356 -48.4063658893  36.840622457   48.260633269
 -42.361455153 ]"
6742,3.3879608165015846,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9337174542 -48.4065411361  36.8406277861  48.2606260539
 -42.3614491063]"
6743,3.387775703137317,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9337239674 -48.4066569006  36.840630808   48.2606216466
 -42.3614449221]"
6744,3.3876481345394494,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9337276775 -48.4067261077  36.8406322323  48.2606192827
 -42.3614422769]"
6745,3.3875107256442787,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9337313637 -48.4067958688  36.8406335617  48.2606169697
 -42.3614395731]"
6746,3.387254011095344,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9337393686 -48.4069430429  36.8406368579  48.2606117241
 -42.3614340615]"
6747,3.3869321247378896,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9337513077 -48.4071578254  36.840642209   48.2606036797
 -42.3614262238]"
6748,3.386668971294931,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9337576897 -48.4072692805  36.8406453971  48.2605991907
 -42.3614223216]"
6749,3.386434341389462,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9337635414 -48.4073683355  36.8406486224  48.2605949066
 -42.3614190083]"
